#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
# HOT HUMID||||||||||||
# HOT HUMID OCEAN||||||||||||
#||||||||||||
# HOT HUMID BEACH||||||||||||
plants|gal:dirt_clayey_with_grass_warm_temperate|0.05|warm_temperate|beach|lowland|plant_weed|nil|nil|nil|||
plants|gal:dirt_clayey_with_grass_warm_temperate|0.05|warm_temperate|lowland|highland|shrub_lush_01|nil|nil|nil|||
plants|gal:dirt_clayey_with_grass_warm_temperate|0.05|warm_temperate|lowland|highland|shrub_lush_02|nil|nil|nil|||
# WARM TEMPERATE - DIRT SANDY||||||||||||
trees|gal:dirt_sandy_with_grass_warm_temperate|0.002|warm_temperate|6|coastal|bamboo_temperate_01;bamboo_temperate_02||||||
plants|gal:dirt_sandy_with_grass_warm_temperate|0.05|warm_temperate|6|highland|grass_swamp_1||||||
plants|gal:dirt_sandy_with_grass_warm_temperate|0.05|warm_temperate|6|coastal|grass_bamboo_grass||||||
plants|gal:dirt_sandy_with_grass_warm_temperate|0.05|warm_temperate|beach|lowland|plant_weed||||||
plants|gal:dirt_sandy_with_grass_warm_temperate|0.05|warm_temperate|lowland|highland|shrub_lush_01|nil|nil|nil|||
plants|gal:dirt_sandy_with_grass_warm_temperate|0.05|warm_temperate|lowland|highland|shrub_lush_02|nil|nil|nil|||
# WARM TEMPERATE - DIRT SILTY||||||||||||
trees|gal:dirt_silty_with_grass_warm_temperate|0.002|warm_temperate|beach|shelf|eucalyptus_01;eucalyptus_02||||||
trees|gal:dirt_silty_with_grass_warm_temperate|0.002|warm_temperate|coastal|shelf|ipe_yellow||||||
trees|gal:dirt_silty_with_grass_warm_temperate|0.002|warm_temperate|beach|coastal|mirabelle||||||
trees|gal:dirt_silty_with_grass_warm_temperate|0.002|warm_temperate|beach|lowland|teak_01;teak_02;teak_03;teak_04|nil|nil|nil|||
trees|gal:dirt_silty_with_grass_warm_temperate|0.002|warm_temperate|coastal|lowland|yellowwood_01;yellowwood_02;yellowwood_03||||||
plants|gal:dirt_silty_with_grass_warm_temperate|0.05|warm_temperate|beach|highland|grass_swamp_1||||||
plants|gal:dirt_silty_with_grass_warm_temperate|0.001|warm_temperate|coastal|shelf|plant_nettle_cleavers|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_warm_temperate|0.05|warm_temperate|beach|lowland|plant_weed||||||
plants|gal:dirt_silty_with_grass_warm_temperate|0.05|warm_temperate|lowland|highland|shrub_lush_01|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_warm_temperate|0.05|warm_temperate|lowland|highland|shrub_lush_02|nil|nil|nil|||
#||||||||||||
#||||||||||||
#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
# WARM SEMIARID||||||||||||
# WARM SEMIARID OCEAN||||||||||||
#||||||||||||
# WARM SEMIARID BEACH||||||||||||
#||||||||||||
# WARM SEMIARID - DIRT||||||||||||
plants|gal:dirt_with_grass_warm_semiarid|0.004|warm_semiarid|beach|highland|grass_dry_1|nil|nil|nil|||
plants|gal:dirt_with_grass_warm_semiarid|0.001|warm_semiarid|lowland|highland|plant_nettle_giant_hogweed|nil|nil|nil|||
# WARM SEMIARID - DIRT BLACK||||||||||||
#trees|gal:dirt_silt_01_with_grass_warm_semiarid|0.002|warm_semiarid|beach|lowland|acacia_01-L=tree_acacia_leaves_blooms;acacia_02-L=tree_acacia_leaves_blooms;acacia_03-L=tree_acacia_leaves_blooms;acacia_04-L=tree_acacia_leaves_blooms||||||
#trees|gal:dirt_silt_01_with_grass_warm_semiarid|0.002|warm_semiarid|beach|lowland|acacia_05-L=tree_acacia_2_leaves;acacia_06-L=tree_acacia_2_leaves;acacia_07-L=tree_acacia_2_leaves||||||
plants|gal:dirt_silt_01_with_grass_warm_semiarid|0.004|warm_semiarid|beach|highland|grass_dry_1|nil|nil|nil|||
# WARM SEMIARID - DIRT BROWN||||||||||||
#trees|gal:dirt_clay_red_with_grass_warm_semiarid|0.002|warm_semiarid|beach|shelf|acacia_01;acacia_02;acacia_03;acacia_04;acacia_05;acacia_06;acacia_07;acacia_log||||||
trees|gal:dirt_clay_red_with_grass_warm_semiarid|0.002|warm_semiarid|beach|shelf|acacia_01;acacia_02;acacia_03;acacia_04;acacia_05;acacia_06;acacia_07||||||
#trees|gal:dirt_clay_red_with_grass_warm_semiarid|0.002|warm_semiarid|beach|lowland|acacia_01-L=tree_acacia_leaves_blooms;acacia_02-L=tree_acacia_leaves_blooms;acacia_03-L=tree_acacia_leaves_blooms;acacia_04-L=tree_acacia_leaves_blooms||||||
trees|gal:dirt_clay_red_with_grass_warm_semiarid|0.002|warm_semiarid|lowland|shelf|baobab_01;baobab_02;baobab_03;baobab_04||||||
trees|gal:dirt_clay_red_with_grass_warm_semiarid|0.002|warm_semiarid|beach|coastal|mesquite_01;mesquite_02||||||
plants|gal:dirt_clay_red_with_grass_warm_semiarid|0.004|warm_semiarid|beach|highland|grass_dry_1||||||
# WARM SEMIARID - DIRT CLAYEY||||||||||||
#trees|gal:dirt_clayey_with_grass_warm_semiarid|0.002|warm_semiarid|beach|shelf|acacia_01;acacia_02;acacia_03;acacia_04;acacia_05;acacia_06;acacia_07;acacia_log||||||
trees|gal:dirt_clayey_with_grass_warm_semiarid|0.002|warm_semiarid|beach|shelf|acacia_01;acacia_02;acacia_03;acacia_04;acacia_05;acacia_06;acacia_07||||||
trees|gal:dirt_clayey_with_grass_warm_semiarid|0.002|warm_semiarid|beach|lowland|mesquite_01;mesquite_02||||||
plants|gal:dirt_clayey_with_grass_warm_semiarid|0.004|warm_semiarid|beach|highland|grass_dry_1||||||
plants|gal:dirt_clayey_with_grass_warm_semiarid|0.001|warm_semiarid|shelf|highland|plant_heath_red|nil|nil|nil|||
# WARM SEMIARID - DIRT SANDY||||||||||||
#trees|gal:dirt_sandy_with_grass_warm_semiarid|0.002|warm_semiarid|beach|shelf|acacia_05-L=tree_acacia_2_leaves;acacia_06-L=tree_acacia_2_leaves;acacia_07-L=tree_acacia_2_leaves||||||
trees|gal:dirt_sandy_with_grass_warm_semiarid|0.002|warm_semiarid|beach|lowland|mesquite_01;mesquite_02||||||
plants|gal:dirt_sandy_with_grass_warm_semiarid|0.004|warm_semiarid|coastal|highland|grass_dry_1||||||
plants|gal:dirt_sandy_with_grass_warm_semiarid|0.001|warm_semiarid|shelf|highland|plant_heath_purple|nil|nil|nil|||
plants|gal:dirt_sandy_with_grass_warm_semiarid|0.001|warm_semiarid|lowland|highland|plant_heath_red|nil|nil|nil|||
# WARM SEMIARID - DIRT SILTY||||||||||||
#trees|gal:dirt_silty_with_grass_warm_semiarid|0.002|warm_semiarid|beach|shelf|acacia_05-L=tree_acacia_2_leaves;acacia_06-L=tree_acacia_2_leaves;acacia_07-L=tree_acacia_2_leaves||||||
plants|gal:dirt_silty_with_grass_warm_semiarid|0.004|warm_semiarid|beach|highland|grass_dry_1||||||
#||||||||||||
#||||||||||||
#WARM ARID||||||||||||
#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
#||||||||||||
#||||||||||||
#||||||||||||
#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
# TEMPERATE HUMID||||||||||||
# TEMPERATE HUMID OCEAN||||||||||||
#||||||||||||
# TEMPERATE HUMID BEACH||||||||||||
plants|gal:sand_beach|0.08|temperate_humid_beach|1|4|grass_marram_1|nil|nil|nil|||
#||||||||||||
# TEMPERATE HUMID - DIRT||||||||||||
plants|gal:dirt_with_grass_temperate_humid|0.08|temperate_humid|beach|highland|grass_1|nil|nil|nil|||
plants|gal:dirt_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|fern_large_1;fern_large_2;fern_large_3|nil|nil|nil|||
plants|gal:dirt_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|fern_small_1;fern_small_2;fern_small_3|nil|nil|nil|||
plants|gal:dirt_with_grass_temperate_humid|0.08|temperate_humid|beach|lowland|plant_crabgrass||||||
plants|gal:dirt_with_grass_temperate_humid|0.08|temperate_humid|beach|lowland|plant_juncus_1;plant_juncus_2;plant_juncus_3||||||
plants|gal:dirt_with_grass_temperate_humid|0.08|temperate_humid|beach|lowland|plant_manna_reed||||||
plants|gal:dirt_with_grass_temperate_humid|0.08|temperate_humid|beach|highland|plant_weed||||||
plants|gal:dirt_with_grass_temperate_humid|0.08|temperate_humid|beach|highland|shrub_lush_01;shrub_lush_02||||||
# TEMPERATE HUMID - DIRT BLACK||||||||||||
trees|gal:dirt_silt_01_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|ash_01;ash_02||||||
trees|gal:dirt_silt_01_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|beech_01;beech_02;beech_03||||||
trees|gal:dirt_silt_01_with_grass_temperate_humid|0.003|temperate_humid|coastal|lowland|chestnut_american_01;chestnut_american_02;chestnut_american_03||||||
trees|gal:dirt_silt_01_with_grass_temperate_humid|0.003|temperate_humid|coastal|lowland|chestnut_01;chestnut_02;chestnut_03||||||
trees|gal:dirt_silt_01_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|maple_01;maple_02||||||
trees|gal:dirt_silt_01_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|poplar_small_01;poplar_small_02;poplar_small_03||||||
trees|gal:dirt_silt_01_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|willow_01;willow_02;willow_03||||||
plants|gal:dirt_silt_01_with_grass_temperate_humid|0.08|temperate_humid|beach|highland|grass_1|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_03|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_broadleaf_fern|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_broadleaf_fern2|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_large|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_tree_small|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|fern_large_1;fern_large_2;fern_large_3||||||
plants|gal:dirt_silt_01_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|plant_crabgrass|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|plant_juncus_1;plant_juncus_2;plant_juncus_3|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|plant_manna_reed||||||
plants|gal:dirt_silt_01_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|plant_weed|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_temperate_humid|0.001|temperate_humid|shelf|highland|shrub_hog_peanut|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|shrub_lush_01;shrub_lush_02|nil|nil|nil|||
# TEMPERATE HUMID - DIRT BROWN||||||||||||
trees|gal:dirt_clay_red_with_grass_temperate_humid|0.003|temperate_humid|beach|shelf|ash_01;ash_02||||||
trees|gal:dirt_clay_red_with_grass_temperate_humid|0.003|temperate_humid|beach|shelf|beech_01;beech_02;beech_03||||||
trees|gal:dirt_clay_red_with_grass_temperate_humid|0.003|temperate_humid|beach|shelf|chestnut_01;chestnut_02;chestnut_03||||||
trees|gal:dirt_clay_red_with_grass_temperate_humid|0.003|temperate_humid|shelf|highland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|gal:dirt_clay_red_with_grass_temperate_humid|0.003|temperate_humid|coastal|shelf|lavender||||||
trees|gal:dirt_clay_red_with_grass_temperate_humid|0.003|temperate_humid|beach|lowland|maple_01;maple_02||||||
trees|gal:dirt_clay_red_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|oak_01;oak_02;oak_03||||||
trees|gal:dirt_clay_red_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|maple_01;maple_02||||||
trees|gal:dirt_clay_red_with_grass_temperate_humid|0.003|temperate_humid|beach|lowland|poplar_small_01;poplar_small_02;poplar_small_03||||||
trees|gal:dirt_clay_red_with_grass_temperate_humid|0.003|temperate_humid|shelf|highland|spruce_01;spruce_02;spruce_03;spruce_04||||||
trees|gal:dirt_clay_red_with_grass_temperate_humid|0.003|temperate_humid|beach|lowland|yew_01;yew_02;yew_03||||||
plants|gal:dirt_clay_red_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|grass_1|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|fern_03|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|fern_broadleaf_fern|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|fern_broadleaf_fern2|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|fern_large|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|fern_tree_small|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|plant_crabgrass||||||
plants|gal:dirt_clay_red_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|plant_juncus_1;plant_juncus_2;plant_juncus_3||||||
plants|gal:dirt_clay_red_with_grass_temperate_humid|0.08|temperate_humid|beach|shelf|plant_weed|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_temperate_humid|0.08|temperate_humid|beach|highland|shrub_lush_01;shrub_lush_02||||||
# TEMPERATE HUMID - DIRT CLAYEY||||||||||||
trees|gal:dirt_clayey_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|ash_01;ash_02||||||
trees|gal:dirt_clayey_with_grass_temperate_humid|0.003|temperate_humid|shelf|highland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|gal:dirt_clayey_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|oak_01;oak_02;oak_03||||||
trees|gal:dirt_clayey_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|pine_01;pine_02;pine_03||||||
trees|gal:dirt_clayey_with_grass_temperate_humid|0.003|temperate_humid|shelf|highland|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|gal:dirt_clayey_with_grass_temperate_humid|0.08|temperate_humid|beach|highland|grass_1|nil|nil|nil|||
plants|gal:dirt_clayey_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|shrub_lush_01;shrub_lush_02||||||
# TEMPERATE HUMID - DIRT SANDY||||||||||||
trees|gal:dirt_sandy_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|oak_01;oak_02;oak_03||||||
trees|gal:dirt_sandy_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|pine_01;pine_02;pine_03||||||
trees|gal:dirt_sandy_with_grass_temperate_humid|0.003|temperate_humid|shelf|highland|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|gal:dirt_sandy_with_grass_temperate_humid|0.08|temperate_humid|beach|highland|grass_1|nil|nil|nil|||
plants|gal:dirt_sandy_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|shrub_lush_01;shrub_lush_02||||||
# TEMPERATE HUMID - DIRT SILTY||||||||||||
trees|gal:dirt_silty_with_grass_temperate_humid|0.003|temperate_humid|coastal|lowland|ash_01;ash_02||||||
trees|gal:dirt_silty_with_grass_temperate_humid|0.003|temperate_humid|coastal|lowland|beech_01;beech_02;beech_03||||||
trees|gal:dirt_silty_with_grass_temperate_humid|0.003|temperate_humid|coastal|lowland|chestnut_american_01;chestnut_american_02;chestnut_american_03||||||
trees|gal:dirt_silty_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|cypress_01;cypress_02;cypress_03||||||
trees|gal:dirt_silty_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|maple_01;maple_02||||||
trees|gal:dirt_silty_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|poplar_01;poplar_02;poplar_03||||||
trees|gal:dirt_silty_with_grass_temperate_humid|0.003|temperate_humid|beach|coastal|willow_01;willow_02;willow_03||||||
plants|gal:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|beach|highland|grass_1|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_03|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_broadleaf_fern|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_broadleaf_fern2|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_large|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_tree_small|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|fern_large_1;fern_large_2;fern_large_3|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|beach|coastal|fern_small_1;fern_small_2;fern_small_3|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_temperate_humid|0.001|temperate_humid|beach|coastal|plant_arrow_arum|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_temperate_humid|0.001|temperate_humid|beach|coastal|plant_nettle_nettle|nil|nil|nil|||
# TEMPERATE HUMID - DIRT BLACK WITH CONIFEROUS LITTER||||||||||||
trees|gal:dirt_silt_01_with_litter_coniferous|0.003|temperate_humid|beach|coastal|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|gal:dirt_silt_01_with_litter_coniferous|0.003|temperate_humid|beach|coastal|larch_01;larch_02;larch_03||||||
trees|gal:dirt_silt_01_with_litter_coniferous|0.003|temperate_humid|beach|coastal|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|gal:dirt_silt_01_with_litter_coniferous|0.08|temperate_humid|beach|coastal|fern_large_1;fern_large_2;fern_large_3||||||
plants|gal:dirt_silt_01_with_litter_coniferous|0.08|temperate_humid|beach|coastal|fern_small_1;fern_small_2;fern_small_3||||||
# TEMPERATE HUMID - DIRT BROWN WITH CONIFEROUS LITTER||||||||||||
trees|gal:dirt_clay_red_with_litter_coniferous|0.003|temperate_humid|beach|coastal|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|gal:dirt_clay_red_with_litter_coniferous|0.003|temperate_humid|beach|coastal|pine_01;pine_02;pine_03||||||
trees|gal:dirt_clay_red_with_litter_coniferous|0.003|temperate_humid|beach|coastal|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|gal:dirt_clay_red_with_litter_coniferous|0.08|temperate_humid|beach|coastal|fern_large_1;fern_large_2;fern_large_3||||||
plants|gal:dirt_clay_red_with_litter_coniferous|0.08|temperate_humid|beach|coastal|fern_small_1;fern_small_2;fern_small_3||||||
# TEMPERATE HUMID - DIRT CLAYEY WITH CONIFEROUS LITTER||||||||||||
trees|gal:dirt_clayey_with_litter_coniferous|0.003|temperate_humid|beach|coastal|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|gal:dirt_clayey_with_litter_coniferous|0.003|temperate_humid|beach|coastal|fir_coast_01;fir_coast_02||||||
trees|gal:dirt_clayey_with_litter_coniferous|0.003|temperate_humid|beach|coastal|pine_01;pine_02;pine_03||||||
trees|gal:dirt_clayey_with_litter_coniferous|0.003|temperate_humid|lowland|shelf|sequoia_01;sequoia_02;sequoia_03||||||
trees|gal:dirt_clayey_with_litter_coniferous|0.001|temperate_humid|lowland|shelf|sequoia_giant_01;sequoia_giant_02;sequoia_giant_03;sequoia_giant_04||||||
plants|gal:dirt_clayey_with_litter_coniferous|0.08|temperate_humid|beach|coastal|fern_large_1;fern_large_2;fern_large_3||||||
plants|gal:dirt_clayey_with_litter_coniferous|0.08|temperate_humid|beach|coastal|fern_small_1;fern_small_2;fern_small_3||||||
# TEMPERATE HUMID - DIRT SANDY WITH CONIFEROUS LITTER||||||||||||
trees|gal:dirt_sandy_with_litter_coniferous|0.003|temperate_humid|beach|coastal|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|gal:dirt_sandy_with_litter_coniferous|0.003|temperate_humid|beach|coastal|fir_coast_01;fir_coast_02||||||
trees|gal:dirt_sandy_with_litter_coniferous|0.003|temperate_humid|beach|coastal|pine_01;pine_02;pine_03||||||
trees|gal:dirt_sandy_with_litter_coniferous|0.003|temperate_humid|lowland|shelf|sequoia_01;sequoia_02;sequoia_03||||||
plants|gal:dirt_sandy_with_litter_coniferous|0.08|temperate_humid|beach|coastal|fern_large_1;fern_large_2;fern_large_3||||||
plants|gal:dirt_sandy_with_litter_coniferous|0.08|temperate_humid|beach|coastal|fern_small_1;fern_small_2;fern_small_3||||||
# TEMPERATE HUMID - DIRT SILTY WITH CONIFEROUS LITTER||||||||||||
trees|gal:dirt_silty_with_litter_coniferous|0.003|temperate_humid|beach|lowland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|gal:dirt_silty_with_litter_coniferous|0.003|temperate_humid|coastal|lowland|larch_01;larch_02;larch_03||||||
trees|gal:dirt_silty_with_litter_coniferous|0.003|temperate_humid|coastal|shelf|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|gal:dirt_silty_with_litter_coniferous|0.08|temperate_humid|beach|coastal|fern_large_1;fern_large_2;fern_large_3||||||
plants|gal:dirt_silty_with_litter_coniferous|0.08|temperate_humid|beach|coastal|fern_small_1;fern_small_2;fern_small_3||||||
#||||||||||||
#||||||||||||
#||||||||||||
#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
# TEMPERATE SEMIHUMID||||||||||||
# TEMPERATE SEMIHUMID OCEAN||||||||||||
#||||||||||||
# TEMPERATE SEMIHUMID BEACH||||||||||||
plants|gal:sand_beach|0.05|temperate_semihumid_beach|1|4|grass_marram_1|nil|nil|nil|||
#||||||||||||
# TEMPERATE SEMIHUMID - DIRT||||||||||||
plants|gal:dirt_with_grass_temperate_semihumid|0.06|temperate_semihumid|beach|highland|grass_1|nil|nil|nil|||
plants|gal:dirt_with_grass_temperate_semihumid|0.06|temperate_semihumid|beach|shelf|shrub_deciduous|nil|nil|nil|||
plants|gal:dirt_with_grass_temperate_semihumid|0.06|temperate_semihumid|lowland|highland|shrub_deciduous_forest|nil|nil|nil|||
# TEMPERATE SEMIHUMID - DIRT BLACK||||||||||||
schem|gal:dirt_silt_01_with_grass_temperate_semihumid|0.002|temperate_semihumid|beach|lowland|schem_bush_hawthorne||||||
schem|gal:dirt_silt_01_with_grass_temperate_semihumid|0.002|temperate_semihumid|coastal|shelf|schem_bush_rhodedendron||||||
trees|gal:dirt_silt_01_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|lowland|ash_01;ash_02||||||
trees|gal:dirt_silt_01_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|shelf|beech_01;beech_02;beech_03||||||
trees|gal:dirt_silt_01_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|lowland|cherry||||||
trees|gal:dirt_silt_01_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|lowland|cherry_blossom||||||
trees|gal:dirt_silt_01_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|shelf|chestnut_01;chestnut_02;chestnut_03||||||
trees|gal:dirt_silt_01_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|highland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|gal:dirt_silt_01_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|lowland|maple_01;maple_02||||||
trees|gal:dirt_silt_01_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|highland|pine_01;pine_02;pine_03||||||
trees|gal:dirt_silt_01_with_grass_temperate_semihumid|0.003|temperate_semihumid|shelf|highland|pine_pinyon_01;pine_pinyon_02;pine_pinyon_03||||||
trees|gal:dirt_silt_01_with_grass_temperate_semihumid|0.003|temperate_semihumid|lowland|highland|pine_lodgepole_01;pine_lodgepole_02;pine_lodgepole_03||||||
trees|gal:dirt_silt_01_with_grass_temperate_semihumid|0.003|temperate_semihumid|lowland|highland|spruce_01;spruce_02;spruce_03;spruce_04||||||
trees|gal:dirt_silt_01_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|lowland|yew_01;yew_02;yew_03||||||
plants|gal:dirt_silt_01_with_grass_temperate_semihumid|0.08|temperate_semihumid|beach|highland|grass_1|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_temperate_semihumid|0.06|temperate_semihumid|beach|shelf|shrub_deciduous||||||
plants|gal:dirt_silt_01_with_grass_temperate_semihumid|0.001|temperate_semihumid|coastal|highland|plant_nettle_cleavers||||||
# TEMPERATE SEMIHUMID - DIRT BROWN||||||||||||
schem|gal:dirt_clay_red_with_grass_temperate_semihumid|0.002|temperate_semihumid|beach|lowland|schem_bush_hawthorne||||||
schem|gal:dirt_clay_red_with_grass_temperate_semihumid|0.002|temperate_semihumid|coastal|shelf|schem_bush_rhodedendron||||||
trees|gal:dirt_clay_red_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|lowland|ash_01;ash_02||||||
trees|gal:dirt_clay_red_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|shelf|beech_01;beech_02;beech_03||||||
trees|gal:dirt_clay_red_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|lowland|cherry||||||
trees|gal:dirt_clay_red_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|lowland|cherry_blossom||||||
trees|gal:dirt_clay_red_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|shelf|chestnut_01;chestnut_02;chestnut_03||||||
trees|gal:dirt_clay_red_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|clementine||||||
trees|gal:dirt_clay_red_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|highland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|gal:dirt_clay_red_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|lowland|maple_01;maple_02||||||
trees|gal:dirt_clay_red_with_grass_temperate_semihumid|0.003|temperate_semihumid|lowland|shelf|oak_01;oak_02;oak_03||||||
trees|gal:dirt_clay_red_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|lowland|oak_red_01;oak_red_02;oak_red_03||||||
trees|gal:dirt_clay_red_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|shelf|oak_white_01;oak_white_02;oak_white_03||||||
trees|gal:dirt_clay_red_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|highland|pine_01;pine_02;pine_03||||||
trees|gal:dirt_clay_red_with_grass_temperate_semihumid|0.003|temperate_semihumid|shelf|highland|pine_pinyon_01;pine_pinyon_02;pine_pinyon_03||||||
